MaterialNumber,MaterialName,PurchasingGroupDescription,PurchasingGroup,MaterialDescription,Total_stock,Unrestricted_use_stock,Blocked_stock,Block_reason,Blocked_date,Solution_date,Solution,PurchasingGroupDescription_KR,MaterialDescription_KR,Solution_KR,Block_reason_KR
49304217,EKEDALEN / EKEDALEN,Bar furniture,P01,"Bar table and 4 bar stools,  120 cm",10769,4664,6105,"Detection of inventory discrepancies during routine stock audits, highlighting the need for improved stock management practices.",3/8/24,3/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Perform a thorough stock audit to quantify the inventory discrepancy."", ""ResponsibleDepartment"": ""Inventory Management""}, {""Instruction_step"": 2, ""Instruction"": ""Investigate the root causes of the discrepancies identified during the audit."", ""ResponsibleDepartment"": ""Audit Team""}, {""Instruction_step"": 3, ""Instruction"": ""Update inventory records to reflect the actual stock levels post-audit."", ""ResponsibleDepartment"": ""Inventory Control""}, {""Instruction_step"": 4, ""Instruction"": ""Review and improve stock management practices to prevent future discrepancies."", ""ResponsibleDepartment"": ""Operations Management""}, {""Instruction_step"": 5, ""Instruction"": ""Implement new stock checking procedures, including regular spot checks and annual full audits."", ""ResponsibleDepartment"": ""Compliance""}, {""Instruction_step"": 6, ""Instruction"": ""Train warehouse staff on accurate stock handling and recording methods."", ""ResponsibleDepartment"": ""Human Resources""}]",바 가구,"바 테이블과 4개의 바 스툴, 120 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""재고 불일치를 정량화하기 위해 철저한 재고 감사를 수행하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""감사 중에 발견된 차이점들의 근본 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""감사""}, {""Instruction_step"": 3, ""Instruction_KR"": ""감사 후의 실제 재고 수준을 반영하도록 재고 기록을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 4, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 재고 관리 방법을 검토하고 개선하십시오."", ""ResponsibleDepartment_KR"": ""운영관리""}, {""Instruction_step"": 5, ""Instruction_KR"": ""새로운 재고 확인 절차를 시행하십시오. 이에는 정기적인 현장 점검 및 연간 전체 감사가 포함됩니다."", ""ResponsibleDepartment_KR"": ""순응, 준수""}, {""Instruction_step"": 6, ""Instruction_KR"": ""정확한 재고 처리 및 기록 방법에 대해 창고 직원을 교육하십시오."", ""ResponsibleDepartment_KR"": ""인사 관리""}]",정기적인 재고 감사 중에 재고 불일치를 탐지하여 개선된 재고 관리 방법의 필요성을 강조합니다.
49304217,EKEDALEN / EKEDALEN,Bar furniture,P01,"Bar table and 4 bar stools,  120 cm",10769,4664,6105,"Detection of inventory discrepancies during routine stock audits, highlighting the need for improved stock management practices.",3/8/24,3/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Perform a thorough stock audit to quantify the inventory discrepancy."", ""ResponsibleDepartment"": ""Inventory Management""}, {""Instruction_step"": 2, ""Instruction"": ""Investigate the root causes of the discrepancies identified during the audit."", ""ResponsibleDepartment"": ""Audit Team""}, {""Instruction_step"": 3, ""Instruction"": ""Update inventory records to reflect the actual stock levels post-audit."", ""ResponsibleDepartment"": ""Inventory Control""}, {""Instruction_step"": 4, ""Instruction"": ""Review and improve stock management practices to prevent future discrepancies."", ""ResponsibleDepartment"": ""Operations Management""}, {""Instruction_step"": 5, ""Instruction"": ""Implement new stock checking procedures, including regular spot checks and annual full audits."", ""ResponsibleDepartment"": ""Compliance""}, {""Instruction_step"": 6, ""Instruction"": ""Train warehouse staff on accurate stock handling and recording methods."", ""ResponsibleDepartment"": ""Human Resources""}]",바 가구,"바 테이블과 4개의 바 스툴, 120 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""재고 불일치를 정량화하기 위해 철저한 재고 감사를 수행하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""감사 중에 발견된 차이점들의 근본 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""감사""}, {""Instruction_step"": 3, ""Instruction_KR"": ""감사 후의 실제 재고 수준을 반영하도록 재고 기록을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 4, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 재고 관리 방법을 검토하고 개선하십시오."", ""ResponsibleDepartment_KR"": ""운영관리""}, {""Instruction_step"": 5, ""Instruction_KR"": ""새로운 재고 확인 절차를 시행하십시오. 이에는 정기적인 현장 점검 및 연간 전체 감사가 포함됩니다."", ""ResponsibleDepartment_KR"": ""순응, 준수""}, {""Instruction_step"": 6, ""Instruction_KR"": ""정확한 재고 처리 및 기록 방법에 대해 창고 직원을 교육하십시오."", ""ResponsibleDepartment_KR"": ""인사 관리""}]","일상적인 재고 감사 중에 재고 불일치를 탐지하여, 개선된 재고 관리 방법의 필요성을 강조합니다."
49304217,EKEDALEN / EKEDALEN,Bar furniture,P01,"Bar table and 4 bar stools,  120 cm",10769,4664,6105,"Detection of inventory discrepancies during routine stock audits, highlighting the need for improved stock management practices.",3/8/24,3/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Perform a thorough stock audit to quantify the inventory discrepancy."", ""ResponsibleDepartment"": ""Inventory Management""}, {""Instruction_step"": 2, ""Instruction"": ""Investigate the root causes of the discrepancies identified during the audit."", ""ResponsibleDepartment"": ""Audit Team""}, {""Instruction_step"": 3, ""Instruction"": ""Update inventory records to reflect the actual stock levels post-audit."", ""ResponsibleDepartment"": ""Inventory Control""}, {""Instruction_step"": 4, ""Instruction"": ""Review and improve stock management practices to prevent future discrepancies."", ""ResponsibleDepartment"": ""Operations Management""}, {""Instruction_step"": 5, ""Instruction"": ""Implement new stock checking procedures, including regular spot checks and annual full audits."", ""ResponsibleDepartment"": ""Compliance""}, {""Instruction_step"": 6, ""Instruction"": ""Train warehouse staff on accurate stock handling and recording methods."", ""ResponsibleDepartment"": ""Human Resources""}]",바 가구,"바 테이블과 4개의 바 스툴, 120 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""재고 불일치를 정량화하기 위해 철저한 재고 감사를 수행하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""감사 중에 발견된 차이점들의 근본 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""감사""}, {""Instruction_step"": 3, ""Instruction_KR"": ""감사 후의 실제 재고 수준을 반영하도록 재고 기록을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 4, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 재고 관리 방법을 검토하고 개선하십시오."", ""ResponsibleDepartment_KR"": ""운영관리""}, {""Instruction_step"": 5, ""Instruction_KR"": ""새로운 재고 확인 절차를 시행하십시오. 이에는 정기적인 현장 점검 및 연간 전체 감사가 포함됩니다."", ""ResponsibleDepartment_KR"": ""순응, 준수""}, {""Instruction_step"": 6, ""Instruction_KR"": ""정확한 재고 처리 및 기록 방법에 대해 창고 직원을 교육하십시오."", ""ResponsibleDepartment_KR"": ""인사 관리""}]",정기적인 재고 감사 중에 재고 불일치를 탐지하여 개선된 재고 관리 방법의 필요성을 강조합니다.
49304217,EKEDALEN / EKEDALEN,Bar furniture,P01,"Bar table and 4 bar stools,  120 cm",10769,4664,6105,"Detection of inventory discrepancies during routine stock audits, highlighting the need for improved stock management practices.",3/8/24,3/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Perform a thorough stock audit to quantify the inventory discrepancy."", ""ResponsibleDepartment"": ""Inventory Management""}, {""Instruction_step"": 2, ""Instruction"": ""Investigate the root causes of the discrepancies identified during the audit."", ""ResponsibleDepartment"": ""Audit Team""}, {""Instruction_step"": 3, ""Instruction"": ""Update inventory records to reflect the actual stock levels post-audit."", ""ResponsibleDepartment"": ""Inventory Control""}, {""Instruction_step"": 4, ""Instruction"": ""Review and improve stock management practices to prevent future discrepancies."", ""ResponsibleDepartment"": ""Operations Management""}, {""Instruction_step"": 5, ""Instruction"": ""Implement new stock checking procedures, including regular spot checks and annual full audits."", ""ResponsibleDepartment"": ""Compliance""}, {""Instruction_step"": 6, ""Instruction"": ""Train warehouse staff on accurate stock handling and recording methods."", ""ResponsibleDepartment"": ""Human Resources""}]",바 가구,"바 테이블과 4개의 바 스툴, 120 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""재고 불일치를 정량화하기 위해 철저한 재고 감사를 수행하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""감사 중에 발견된 차이점들의 근본 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""감사""}, {""Instruction_step"": 3, ""Instruction_KR"": ""감사 후의 실제 재고 수준을 반영하도록 재고 기록을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 4, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 재고 관리 방법을 검토하고 개선하십시오."", ""ResponsibleDepartment_KR"": ""운영관리""}, {""Instruction_step"": 5, ""Instruction_KR"": ""새로운 재고 확인 절차를 시행하십시오. 이에는 정기적인 현장 점검 및 연간 전체 감사가 포함됩니다."", ""ResponsibleDepartment_KR"": ""순응, 준수""}, {""Instruction_step"": 6, ""Instruction_KR"": ""정확한 재고 처리 및 기록 방법에 대해 창고 직원을 교육하십시오."", ""ResponsibleDepartment_KR"": ""인사 관리""}]","정기적인 재고 감사 중에 재고 불일치를 탐지하여, 개선된 재고 관리 방법의 필요성을 강조합니다."
49304217,EKEDALEN / EKEDALEN,Bar furniture,P01,"Bar table and 4 bar stools,  120 cm",10769,4664,6105,"Detection of inventory discrepancies during routine stock audits, highlighting the need for improved stock management practices.",3/8/24,3/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Perform a thorough stock audit to quantify the inventory discrepancy."", ""ResponsibleDepartment"": ""Inventory Management""}, {""Instruction_step"": 2, ""Instruction"": ""Investigate the root causes of the discrepancies identified during the audit."", ""ResponsibleDepartment"": ""Audit Team""}, {""Instruction_step"": 3, ""Instruction"": ""Update inventory records to reflect the actual stock levels post-audit."", ""ResponsibleDepartment"": ""Inventory Control""}, {""Instruction_step"": 4, ""Instruction"": ""Review and improve stock management practices to prevent future discrepancies."", ""ResponsibleDepartment"": ""Operations Management""}, {""Instruction_step"": 5, ""Instruction"": ""Implement new stock checking procedures, including regular spot checks and annual full audits."", ""ResponsibleDepartment"": ""Compliance""}, {""Instruction_step"": 6, ""Instruction"": ""Train warehouse staff on accurate stock handling and recording methods."", ""ResponsibleDepartment"": ""Human Resources""}]",바 가구,"바 테이블과 4개의 바 스툴, 120 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""재고 불일치를 정량화하기 위해 철저한 재고 감사를 수행하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""감사 중에 발견된 차이점들의 근본 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""감사""}, {""Instruction_step"": 3, ""Instruction_KR"": ""감사 후의 실제 재고 수준을 반영하도록 재고 기록을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 4, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 재고 관리 방법을 검토하고 개선하십시오."", ""ResponsibleDepartment_KR"": ""운영관리""}, {""Instruction_step"": 5, ""Instruction_KR"": ""새로운 재고 확인 절차를 시행하십시오. 이에는 정기적인 현장 점검 및 연간 전체 감사가 포함됩니다."", ""ResponsibleDepartment_KR"": ""순응, 준수""}, {""Instruction_step"": 6, ""Instruction_KR"": ""정확한 재고 처리 및 기록 방법에 대해 창고 직원을 교육하십시오."", ""ResponsibleDepartment_KR"": ""인사 관리""}]","정기적인 재고 감사 중에 재고 불일치를 감지하여, 개선된 재고 관리 방법의 필요성을 강조합니다."
49304217,EKEDALEN / EKEDALEN,Bar furniture,P01,"Bar table and 4 bar stools,  120 cm",10769,4664,6105,"Detection of inventory discrepancies during routine stock audits, highlighting the need for improved stock management practices.",3/8/24,3/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Perform a thorough stock audit to quantify the inventory discrepancy."", ""ResponsibleDepartment"": ""Inventory Management""}, {""Instruction_step"": 2, ""Instruction"": ""Investigate the root causes of the discrepancies identified during the audit."", ""ResponsibleDepartment"": ""Audit Team""}, {""Instruction_step"": 3, ""Instruction"": ""Update inventory records to reflect the actual stock levels post-audit."", ""ResponsibleDepartment"": ""Inventory Control""}, {""Instruction_step"": 4, ""Instruction"": ""Review and improve stock management practices to prevent future discrepancies."", ""ResponsibleDepartment"": ""Operations Management""}, {""Instruction_step"": 5, ""Instruction"": ""Implement new stock checking procedures, including regular spot checks and annual full audits."", ""ResponsibleDepartment"": ""Compliance""}, {""Instruction_step"": 6, ""Instruction"": ""Train warehouse staff on accurate stock handling and recording methods."", ""ResponsibleDepartment"": ""Human Resources""}]",바 가구,"바 테이블과 4개의 바 스툴, 120 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""재고 불일치를 정량화하기 위해 철저한 재고 감사를 수행하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""감사 중에 발견된 차이점들의 근본 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""감사""}, {""Instruction_step"": 3, ""Instruction_KR"": ""감사 후의 실제 재고 수준을 반영하도록 재고 기록을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 4, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 재고 관리 방법을 검토하고 개선하십시오."", ""ResponsibleDepartment_KR"": ""운영관리""}, {""Instruction_step"": 5, ""Instruction_KR"": ""새로운 재고 확인 절차를 시행하십시오. 이에는 정기적인 현장 점검 및 연간 전체 감사가 포함됩니다."", ""ResponsibleDepartment_KR"": ""순응, 준수""}, {""Instruction_step"": 6, ""Instruction_KR"": ""정확한 재고 처리 및 기록 방법에 대해 창고 직원을 교육하십시오."", ""ResponsibleDepartment_KR"": ""인사 관리""}]","정기적인 재고 감사 중에 재고 불일치를 탐지하여, 개선된 재고 관리 방법의 필요성을 강조합니다."
79241940,NORR√ÖKER / NORR√ÖKER,Bar furniture,P01,"Bar table and 2 bar stools,  74 cm",2122,12,2110,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,3/13/24,5/7/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"바 테이블과 2개의 바 스툴, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",여러 배포 채널에서 예기치 못한 물류 혼잡으로 인해 배송에 상당한 지연이 발생했습니다.
79241940,NORR√ÖKER / NORR√ÖKER,Bar furniture,P01,"Bar table and 2 bar stools,  74 cm",2122,12,2110,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,3/13/24,5/7/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"바 테이블과 2개의 바 스툴, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",미리 예측하지 못한 물류 혼잡으로 인해 여러 배송 채널에서 배송 지연이 크게 발생하였습니다.
89297272,NORR√ÖKER / NORRARYD,Bar furniture,P01,"Bar table and 2 bar stools,  74 cm",17339,9723,7616,"Audit reveals inconsistencies in stock levels, prompting a comprehensive review of inventory protocols.",3/14/24,5/26/24,"[{""Instruction_step"": 1, ""Instruction"": ""Perform a full analysis of current inventory practices and identify gaps."", ""ResponsibleDepartment"": ""Audit Team""}, {""Instruction_step"": 2, ""Instruction"": ""Update inventory protocols and train staff on new procedures."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"바 테이블과 2개의 바 스툴, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""현재의 재고 관리 방식에 대한 전체 분석을 수행하고 미비한 부분을 파악하십시오."", ""ResponsibleDepartment_KR"": ""감사""}, {""Instruction_step"": 2, ""Instruction_KR"": ""재고 관리 프로토콜을 업데이트하고 직원에게 새로운 절차를 교육하십시오."", ""ResponsibleDepartment_KR"": ""운영/작업""}]","감사 결과에서 재고 수준의 불일치가 드러나, 이에 따라 재고 관리 절차에 대한 종합적인 검토가 요구되었습니다."
89297272,NORR√ÖKER / NORRARYD,Bar furniture,P01,"Bar table and 2 bar stools,  74 cm",17339,9723,7616,"Audit reveals inconsistencies in stock levels, prompting a comprehensive review of inventory protocols.",3/14/24,5/26/24,"[{""Instruction_step"": 1, ""Instruction"": ""Perform a full analysis of current inventory practices and identify gaps."", ""ResponsibleDepartment"": ""Audit Team""}, {""Instruction_step"": 2, ""Instruction"": ""Update inventory protocols and train staff on new procedures."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"바 테이블과 2개의 바 스툴, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""현재의 재고 관리 방식에 대한 전체 분석을 수행하고 미비한 부분을 파악하십시오."", ""ResponsibleDepartment_KR"": ""감사""}, {""Instruction_step"": 2, ""Instruction_KR"": ""재고 관리 프로토콜을 업데이트하고 직원에게 새로운 절차를 교육하십시오."", ""ResponsibleDepartment_KR"": ""운영/작업""}]","감사 결과에서 주식 수준의 불일치가 드러나, 이에 따라 재고 관리 규정에 대한 종합적인 검토가 요구되었습니다."
9288224,STENSELE,Bar furniture,P01,"Bar table,  70 cm",24158,20590,3568,Shipments delayed at customs for extensive periods due to stringent regulatory checks.,3/17/24,4/30/24,"[{""Instruction_step"": 1, ""Instruction"": ""Engage with customs authorities to expedite clearance."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Review shipping and documentation procedures to ensure compliance."", ""ResponsibleDepartment"": ""Compliance""}]",바 가구,"바 테이블, 70 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""관세 당국과 협력하여 통관을 신속히 처리하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""준수를 보장하기 위해 배송 및 문서화 절차를 검토하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}]",엄격한 규제 검사로 인해 관세에서의 화물 운송이 장기간 지연되었습니다.
9288224,STENSELE,Bar furniture,P01,"Bar table,  70 cm",24158,20590,3568,Shipments delayed at customs for extensive periods due to stringent regulatory checks.,3/17/24,4/30/24,"[{""Instruction_step"": 1, ""Instruction"": ""Engage with customs authorities to expedite clearance."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Review shipping and documentation procedures to ensure compliance."", ""ResponsibleDepartment"": ""Compliance""}]",바 가구,"바 테이블, 70 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""관세 당국과 협력하여 통관을 신속히 처리하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""준수를 보장하기 위해 배송 및 문서화 절차를 검토하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}]",엄격한 규제 검사로 인해 관세에서의 발송이 장기간 지연되었습니다.
49297274,NORR√ÖKER / NORR√ÖKER,Bar furniture,P01,"Bar table and 2 bar stools,  74 cm",49672,2113,47559,Unexpected delay in supply chain due to logistical disruptions in international shipping routes.,3/30/24,7/6/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternate shipping routes and modes of transport."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Communicate delays and expected timelines to customers and stakeholders."", ""ResponsibleDepartment"": ""Customer Communication""}]",바 가구,"바 테이블과 2개의 바 스툴, 74cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""대체 운송 경로와 운송 수단을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""고객 및 이해관계자에게 지연 사항과 예상 시간표를 전달하십시오."", ""ResponsibleDepartment_KR"": ""고객 커뮤니케이션 (Customer Communication)""}]",국제 해상 운송 루트의 물류 방해로 인한 공급 체인의 예기치 않은 지연.
49297274,NORR√ÖKER / NORR√ÖKER,Bar furniture,P01,"Bar table and 2 bar stools,  74 cm",49672,2113,47559,Unexpected delay in supply chain due to logistical disruptions in international shipping routes.,3/30/24,7/6/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternate shipping routes and modes of transport."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Communicate delays and expected timelines to customers and stakeholders."", ""ResponsibleDepartment"": ""Customer Communication""}]",바 가구,"바 테이블과 2개의 바 스툴, 74cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""대체 운송 경로와 운송 수단을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""고객 및 이해관계자에게 지연 사항과 예상 시간표를 전달하십시오."", ""ResponsibleDepartment_KR"": ""고객 커뮤니케이션 (Customer Communication)""}]",국제 해상 운송 루트의 물류 방해로 인한 공급 체인의 예기치 않은 지연.
30308395,R√ÖSKOG,Bar furniture,P01,"Bar stool,  63 cm",30620,2884,27736,Critical feedback on packaging quality leading to a review of packaging materials and processes.,4/7/24,4/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Gather critical feedback and analyze for common issues."", ""ResponsibleDepartment"": ""Quality Control""}, {""Instruction_step"": 2, ""Instruction"": ""Review and test packaging materials to ensure they meet quality standards."", ""ResponsibleDepartment"": ""Research and Development""}, {""Instruction_step"": 3, ""Instruction"": ""Update packaging processes to incorporate better materials and practices."", ""ResponsibleDepartment"": ""Production""}]",바 가구,"바 스툴, 63 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""중요한 피드백을 수집하고 공통 문제를 분석하십시오."", ""ResponsibleDepartment_KR"": ""품질 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""포장재를 검토하고 테스트하여 품질 표준을 충족하는지 확인하십시오."", ""ResponsibleDepartment_KR"": ""연구 및 개발""}, {""Instruction_step"": 3, ""Instruction_KR"": ""더 나은 재료와 방법론을 포함하도록 포장 공정을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""생산""}]",포장 품질에 대한 중요한 피드백이 포장 재료와 과정의 검토로 이어집니다.
30308395,R√ÖSKOG,Bar furniture,P01,"Bar stool,  63 cm",30620,2884,27736,Critical feedback on packaging quality leading to a review of packaging materials and processes.,4/7/24,4/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Gather critical feedback and analyze for common issues."", ""ResponsibleDepartment"": ""Quality Control""}, {""Instruction_step"": 2, ""Instruction"": ""Review and test packaging materials to ensure they meet quality standards."", ""ResponsibleDepartment"": ""Research and Development""}, {""Instruction_step"": 3, ""Instruction"": ""Update packaging processes to incorporate better materials and practices."", ""ResponsibleDepartment"": ""Production""}]",바 가구,"바 스툴, 63 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""중요한 피드백을 수집하고 공통 문제를 분석하십시오."", ""ResponsibleDepartment_KR"": ""품질 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""포장재를 검토하고 테스트하여 품질 표준을 충족하는지 확인하십시오."", ""ResponsibleDepartment_KR"": ""연구 및 개발""}, {""Instruction_step"": 3, ""Instruction_KR"": ""더 나은 재료와 방법론을 포함하도록 포장 공정을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""생산""}]",포장 품질에 대한 중요한 피드백이 포장 재료와 과정의 검토로 이어집니다.
30308395,R√ÖSKOG,Bar furniture,P01,"Bar stool,  63 cm",30620,2884,27736,Critical feedback on packaging quality leading to a review of packaging materials and processes.,4/7/24,4/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Gather critical feedback and analyze for common issues."", ""ResponsibleDepartment"": ""Quality Control""}, {""Instruction_step"": 2, ""Instruction"": ""Review and test packaging materials to ensure they meet quality standards."", ""ResponsibleDepartment"": ""Research and Development""}, {""Instruction_step"": 3, ""Instruction"": ""Update packaging processes to incorporate better materials and practices."", ""ResponsibleDepartment"": ""Production""}]",바 가구,"바 스툴, 63 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""중요한 피드백을 수집하고 공통 문제를 분석하십시오."", ""ResponsibleDepartment_KR"": ""품질 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""포장재를 검토하고 테스트하여 품질 표준을 충족하는지 확인하십시오."", ""ResponsibleDepartment_KR"": ""연구 및 개발""}, {""Instruction_step"": 3, ""Instruction_KR"": ""더 나은 재료와 방법론을 포함하도록 포장 공정을 업데이트하십시오."", ""ResponsibleDepartment_KR"": ""생산""}]",포장 품질에 대한 중요한 피드백이 포장 재료와 과정의 검토로 이어집니다.
